unnamed: 0,make,model,variant,ex-showroom_price,displacement,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity,fuel_type,height,length,width,body_type,doors,city_mileage,highway_mileage,arai_certified_mileage,kerb_weight,gears,ground_clearance,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track,rear_track,front_tyre_&_rim,rear_tyre_&_rim,power_steering,power_windows,power_seats,keyless_entry,power,torque,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase,wheels_size,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty,bluetooth,boot-lid_opener,boot_space,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,extended_warranty,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,engine_immobilizer,seat_back_pockets,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,adjustable_steering_column,parking_assistance,key_off_reminder,usb_compatibility,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,leather_wrapped_steering,automatic_headlamps,asr_/_traction_control,cruise_control
879.0,Rolls-Royce,Dawn,Convertible,59216193.0,6598.0,12.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80 litres,Petrol,1502 ,5285 ,1947 ,Convertible,2.0,7.9 ,7.9 ,7.9 ,2608 ,8,208 ,Ventilated Disc,Ventilated Disc,Double wishbone front axle,Multi Link rear axle,1662 ,1668 ,255 / 45 R20,285/40 R20,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,571PS@6000RPM,780Nm@1500-5000RPM,Digital,Analog,Analog,Yes,4.0,Leather,Automatic,3112 ,R20,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,4 years /Unlimited Kms (years/distance whichever comes first),Yes,"Internal, With Remote",460 ,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,unknown,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,unknown,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,unknown,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,2958 kg,"Drive side airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver head airbag",Yes,Yes,Yes,Yes,8.0,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Cup Holders,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
880.0,Rolls-Royce,Drophead Coupe,Phantom,83755383.0,6749.0,12.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Transverse",Injection,100 litres,Petrol,1638 ,5842 ,1990 ,Convertible,2.0,4.38 ,4.38 ,9.8 ,2649 ,8,164 ,Ventilated Disc,Ventilated Disc,Independent Double Wishbone with Air Springs,Independent Multi-Link with Air Springs,1686 ,1676 ,255/50 R21,285 / 45 R21,Electro-Hydraulic,All Windows,Yes,Smart Key,453PS@5350rpm,720Nm@3500rpm,Digital,Analog,Analog,Yes,4.0,Leather,Automatic,3570 ,R21,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,4 years /Unlimited Kms (years/distance whichever comes first),Yes,"Internal, With Remote",460 ,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,unknown,Yes,"Internal, With Remote",Analog,Automatic,Analog + Digital,Yes,6.55 ,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,unknown,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,3109 kg,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,"Rake, Reach",Front and rear sensors with camera,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,"Cup Holders, Audio Controls",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
881.0,Maruti Suzuki,Omni,5 Str Bs-Iv,282778.0,796.0,3.0,2.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,35 litres,Petrol,1640 ,3370 ,1410 ,MPV,5.0,13 ,14.7 ,16.8 ,785 ,4,165 ,Solid Disc,Drum,McPherson Strut,Leaf spring with Shock absorbers,1205 ,1190 ,145R 12 LT 6PR,145R 12 LT 6PR,unknown,unknown,unknown,unknown,34.7PS@5000rpm,59Nm@2500rpm,Analog,Analog,Not on offer,unknown,5.0,Fabric,Manual,1840 ,R12,unknown,unknown,Not on offer,unknown,unknown,2 years /40000 Kms (years/distance whichever comes first),unknown,Internal,525 ,unknown,unknown,Yes,unknown,Front,unknown,Front & Rear,unknown,"3rd/4th year/up to 80,000 Kms (whichever comes first)",unknown,Manual,Analog,Manual,Analog + Digital,unknown,4.1 ,Yes,Co-Driver Only,Not Applicable,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Yes,NA kg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
882.0,Maruti Suzuki,Omni,E 8 Str Bs-Iv,284485.0,796.0,3.0,2.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,36 litres,Petrol,1640 ,3370 ,1410 ,MPV,5.0,13 ,14.7 ,16.8 ,785 ,4,165 ,Solid Disc,Drum,McPherson Strut,Leaf spring with Shock absorbers,1205 ,1190 ,145R 12 LT 6PR,145R 12 LT 6PR,unknown,unknown,unknown,unknown,34.7PS@5000rpm,59Nm@2500rpm,Analog,Analog,Not on offer,unknown,8.0,Fabric,Manual,1840 ,R12,unknown,unknown,Not on offer,unknown,unknown,2 years /40000 Kms (years/distance whichever comes first),unknown,Internal,525 ,unknown,unknown,Yes,unknown,Front,unknown,Front & Rear,unknown,"3rd/4th year/up to 80,000 Kms (whichever comes first)",unknown,Manual,Analog,Manual,Analog + Digital,unknown,4.1 ,Yes,Co-Driver Only,Not Applicable,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
883.0,Go+,Go+,Datsun D,412292.0,1198.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 ,3995 ,1635 ,MPV,5.0,12.8 ,17.9 ,20.6 ,unknown,5,180 ,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 ,1445 ,155/70R13,155/70R13,unknown,Only Front Windows,unknown,unknown,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,7.0,Fabric,Manual,2450 ,155/70R13,unknown,Yes,Not on offer,unknown,Yes,2 years / Unlimited Kms,unknown,Internal,347 ,unknown,Yes,Yes,Digital,Yes,Yes,Yes,Yes,2 Years/Unlimited Kms (Whichever comes earlier),unknown,Internal,Digital,Manual,Analog + Digital,Yes,4.6 ,Yes,Driver & Front Passenger,Not Applicable,Heater,unknown,unknown,Yes,Yes,Yes,Yes,Yes,All Rows,unknown,Front passenger frontal airbag,Yes,Yes,Yes,Yes,2.0,unknown,Rear sensors,unknown,unknown,unknown,unknown,unknown,Yes,Yes,Manual Adjustment,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
884.0,Go+,Go+,Datsun T,552656.0,1198.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 ,3995 ,1635 ,MPV,5.0,12.8 ,17.9 ,20.6 ,unknown,5,180 ,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 ,1445 ,155/70R13,155/70R13,Electric Power,All Windows,unknown,unknown,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",2,7.0,Fabric,Manual,2450 ,155/70R13,unknown,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",347 ,Yes,Yes,Yes,unknown,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,unknown,unknown,Yes,Yes,Yes,unknown,Yes,unknown,unknown,"Driver frontal airbag, Front passenger frontal airbag",Yes,unknown,Yes,Yes,2.0,unknown,Rear sensors,unknown,Yes,unknown,Touch Sensitive,unknown,Yes,unknown,Manual Adjustment,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
885.0,Go+,Go+,Datsun T (O),574448.0,1198.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 ,3995 ,1635 ,MPV,5.0,16.3 ,20 ,20.6 ,unknown,5,180 ,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 ,1445 ,155/70R13,155/70R13,Electric Power,All Windows,unknown,Remote,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,7.0,Fabric,Manual,2450 ,155/70R13,unknown,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",347 ,Yes,Yes,Yes,Digital,"Front, Front & Rear",Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,unknown,unknown,Yes,Yes,Yes,Yes,Yes,unknown,unknown,"Front passenger frontal airbag, Driver frontal airbag",unknown,Yes,Yes,Yes,2.0,unknown,Rear sensors,unknown,Yes,unknown,Touch Sensitive,unknown,Yes,Yes,Manual Adjustment,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
886.0,Go+,Go+,Datsun A (O),555196.0,1198.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 ,3995 ,1635 ,MPV,5.0,20.62 ,unknown,20.6 ,unknown,5,180 ,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 ,1445 ,155/70R13,155/70R13,Electric Power,Only Front Windows,unknown,unknown,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,7.0,Fabric,Manual,2450 ,155/70R13,unknown,Yes,Not on offer,unknown,Yes,2 years / Unlimited Kms,unknown,Internal,347 ,unknown,unknown,Yes,unknown,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),unknown,Internal,Digital,Manual,Analog + Digital,Yes,4.6 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,unknown,unknown,Yes,Yes,unknown,Yes,Yes,All Rows,unknown,"Driver frontal airbag, Front passenger frontal airbag",unknown,Yes,Yes,Yes,2.0,unknown,Rear sensors,unknown,unknown,unknown,unknown,unknown,Yes,Yes,Manual Adjustment,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
887.0,Go+,Go+,Datsun A,500575.0,1198.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 ,3995 ,1635 ,MPV,5.0,20.62 ,unknown,20.6 ,unknown,5,180 ,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 ,1445 ,155/70R13,155/70R13,Electric Power,Only Front Windows,unknown,unknown,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,7.0,Fabric,Manual,2450 ,155/70R13,unknown,Yes,Not on offer,unknown,Yes,2 years / Unlimited Kms,unknown,Internal,347 ,unknown,unknown,Yes,Digital,"Front, Front & Rear",Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),unknown,Internal,Digital,Manual,Analog + Digital,Yes,4.6 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,unknown,unknown,Yes,Yes,Yes,unknown,Yes,All Rows,unknown,"Driver frontal airbag, Front passenger frontal airbag",unknown,unknown,Yes,Yes,2.0,unknown,Yes,unknown,unknown,unknown,unknown,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
888.0,Go+,Go+,Datsun T Vdc,593361.0,1198.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 ,3995 ,1635 ,MPV,5.0,12.8 ,17.9 ,20.6 ,unknown,5,180 ,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 ,1445 ,155/70R13,155/70R13,Electric Power,All Windows,unknown,unknown,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",2,7.0,Fabric,Manual,2450 ,155/70R13,unknown,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",347 ,Yes,Yes,Yes,unknown,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,Yes,Yes,Yes,unknown,Yes,unknown,unknown,"Driver frontal airbag, Front passenger frontal airbag",Yes,unknown,Yes,Yes,2.0,unknown,Rear sensors,unknown,Yes,unknown,Touch Sensitive,unknown,Yes,unknown,Manual Adjustment,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
889.0,Go+,Go+,Datsun T (O) Vdc,615153.0,1198.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 ,3995 ,1635 ,MPV,5.0,16.3 ,20 ,20.6 ,unknown,5,180 ,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 ,1445 ,155/70R13,155/70R13,Electric Power,All Windows,unknown,Remote,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,7.0,Fabric,Manual,2450 ,155/70R13,unknown,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",347 ,Yes,Yes,Yes,Digital,"Front, Front & Rear",Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,Yes,Yes,Yes,Yes,Yes,unknown,unknown,"Front passenger frontal airbag, Driver frontal airbag",unknown,Yes,Yes,Yes,2.0,unknown,Rear sensors,unknown,Yes,unknown,Touch Sensitive,unknown,Yes,Yes,Manual Adjustment,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
890.0,Go+,Go+,Datsun T Cvt,658361.0,1198.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 ,3995 ,1635 ,MPV,5.0,12.8 ,17.9 ,20.6 ,unknown,5,180 ,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 ,1445 ,155/70R13,155/70R13,Electric Power,All Windows,unknown,unknown,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,7.0,Fabric,Manual,2450 ,155/70R13,unknown,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",347 ,Yes,Yes,Yes,unknown,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,Yes,Yes,Yes,unknown,Yes,unknown,unknown,"Driver frontal airbag, Front passenger frontal airbag",Yes,unknown,Yes,Yes,2.0,unknown,Rear sensors,unknown,Yes,unknown,unknown,unknown,Yes,unknown,Manual Adjustment,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
891.0,Go+,Go+,Datsun T (O) Cvt,680153.0,1198.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 ,3995 ,1635 ,MPV,5.0,16.3 ,20 ,20.6 ,unknown,5,180 ,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 ,1445 ,155/70R13,155/70R13,Electric Power,All Windows,unknown,Remote,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,7.0,Fabric,Manual,2450 ,155/70R13,unknown,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",347 ,Yes,Yes,Yes,Digital,"Front, Front & Rear",Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,Yes,Yes,Yes,Yes,Yes,unknown,unknown,"Front passenger frontal airbag, Driver frontal airbag",unknown,Yes,Yes,Yes,2.0,unknown,Rear sensors,unknown,Yes,unknown,Touch Sensitive,unknown,Yes,Yes,Manual Adjustment,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
892.0,Fiat,Punto Evo Pure,1.2L Fire Dynamic,482330.0,1172.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Petrol,1525 ,3987 ,1687 ,Hatchback,5.0,12 ,15 ,15 ,1165 ,5,195 ,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Torsion beam & coil spring,unknown,unknown,165/80R14,165/80R14,Hydraulic Power,All Windows,unknown,unknown,68PS@6000rpm,96Nm@2500RPM,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2510 ,165/80R14,unknown,unknown,CD Player with USB & Aux-in,unknown,unknown,unknown,unknown,Internal,280 ,unknown,Yes,Yes,Digital,Front,unknown,Front & Rear,Yes,unknown,unknown,Internal,Analog,Manual,Analog + Digital,Yes,5 ,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,unknown,unknown,Yes,Yes,Yes,unknown,unknown,unknown,unknown,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
893.0,Fiat,Punto Evo Pure,1.3,575947.0,1248.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1525 ,3989 ,1687 ,Hatchback,5.0,unknown,unknown,20 ,1173 ,5,185 ,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",unknown,unknown,165/80R14,165/80R14,Electric Power,Only Front Windows,Power seats,Remote,75 bhp @ 4000 rpm,197 Nm @ 1750 RPM,Analog,Analog,Analog,Yes,5.0,Fabric,Manual,2510 ,165/80R14,unknown,Yes,unknown,Yes,unknown,"3 Years/1,00,000 Kms (Whichever comes earlier)",unknown,"With Remote, Internal",280 ,Yes,Yes,Yes,Digital,Front,unknown,Front,unknown,2 Years /150000 Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Digital,Yes,unknown,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,unknown,unknown,unknown,Yes,unknown,Yes,unknown,All Rows,unknown,Driver frontal airbag,Yes,Yes,Yes,unknown,1.0,Rake,Rear sensors,Yes,Yes,unknown,unknown,Multifunction Steering Wheel,unknown,unknown,Manual Adjustment,unknown,unknown,unknown,unknown,unknown,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown
894.0,Ford,Figo,Ambiente 1.2 Ti-Vct,523000.0,1194.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 ,3941 ,1704 ,Hatchback,5.0,unknown,unknown,20.4 ,1026 ,5,unknown,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,unknown,unknown,175/65R14,175/65R14,Electric Power,Only Front Windows,unknown,unknown,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2490 ,175/65R14,unknown,Yes,unknown,unknown,unknown,"2 Years / 100,000 Kms (whichever comes first)",unknown,Internal,unknown,unknown,unknown,Yes,Digital,Front,Yes,Front,Yes,unknown,unknown,Internal,Analog,Manual,Analog + Digital,Yes,unknown,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,unknown,Yes,Yes,Front Row,unknown,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,unknown,unknown,2.0,Rake,Rear sensors,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
895.0,Ford,Figo,Ambiente 1.5 Tdci,623000.0,1498.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 ,3941 ,1704 ,Hatchback,5.0,17 ,unknown,25.5 ,1057 ,5,unknown,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,unknown,unknown,175/65R14,175/65R14,Electric Power,Only Front Windows,unknown,unknown,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2490 ,175/65R14,unknown,Yes,unknown,unknown,unknown,"2 Years / 100,000 Kms (whichever comes first)",unknown,Internal,unknown,unknown,unknown,Yes,Digital,Front,Yes,Front,Yes,unknown,unknown,Internal,Analog,Manual,Analog + Digital,Yes,unknown,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,unknown,unknown,unknown,Yes,unknown,Yes,Yes,Front Row,unknown,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,unknown,unknown,2.0,Rake,Rear sensors,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
896.0,Ford,Figo,Titanium 1.2 Ti-Vct,599900.0,1196.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 ,3941 ,1704 ,Hatchback,5.0,unknown,unknown,20.4 ,1026 ,5,unknown,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,unknown,unknown,175/65R14,175/65R14,Electric Power,All Windows,unknown,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2490 ,175/65R14,unknown,Yes,CD Player with USB & Aux-in,Yes,unknown,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",unknown,unknown,Yes,Yes,Digital,Front,Yes,Front,Yes,unknown,Yes,Internal,Analog,Manual,Analog + Digital,Yes,unknown,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,unknown,unknown,unknown,Yes,Yes,Yes,Yes,Front Row,unknown,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,unknown,2.0,Rake,Rear sensors with camera,Yes,Yes,unknown,unknown,Multifunction Steering Wheel,unknown,unknown,Manual Adjustment,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
897.0,Ford,Figo,Titanium1.5 Tdci,699900.0,1498.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 ,3941 ,1704 ,Hatchback,5.0,unknown,unknown,25.5 ,1057 ,5,unknown,Ventilated Disc,Drum,Independent McPherson strut with Coil spring & Anti-roll bar,Semi-independent twist beam with twin gas and oil filled shock absorbers,unknown,unknown,175/65R14,175/65R14,Electric Power,All Windows,unknown,Remote,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2490 ,175/65R14,unknown,Yes,USB & Aux-in,Yes,unknown,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",unknown,unknown,Yes,Yes,Digital,Front,Yes,Front,Yes,unknown,Yes,Internal,Analog,Manual,Analog + Digital,Yes,unknown,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,unknown,unknown,unknown,Yes,Yes,Yes,Yes,Front Row,unknown,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,unknown,2.0,Rake,Rear sensors with camera,Yes,Yes,unknown,Touch Sensitive,Multifunction Steering Wheel,unknown,unknown,Manual Adjustment,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
898.0,Ford,Figo,Titanium Blu 1.2 Ti-Vct,664900.0,1194.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 ,3941 ,1704 ,Hatchback,5.0,unknown,unknown,20.4 ,1026 ,5,unknown,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,unknown,unknown,195/55 R15,195/55 R15,Electric Power,All Windows,unknown,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2490 ,195/55 R15,unknown,Yes,CD Player with USB & Aux-in,Yes,unknown,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",unknown,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,unknown,Yes,Internal,Analog,Manual,Analog + Digital,Yes,unknown,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,unknown,unknown,unknown,Yes,Yes,Yes,Yes,Front Row,unknown,"Curtain airbags, Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,unknown,6.0,Rake,Rear sensors with camera,Yes,Yes,unknown,Touch Sensitive,Multifunction Steering Wheel,unknown,unknown,Manual Adjustment,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
